Ürün ID,Stok Kodu,Barkod,Ürün Adı,Ana Kategori,Alt Kategori,Marka,Mikro Stok,Hepcazip Satış Fiyatı,Ofis26 Satış Fiyatı,Mevcut Alış Fiyatı,Mevcut Kar Marjı - Hepcazip,Mevcut Kar Marjı - Ofis26,Tedarikçi Güncel Alış Fiyatı,Güncel Kar Marjı - Hepcazip,Güncel Kar Marjı - Ofis26,Akakçe Fiyatı,Raf,Raf Adet,Kasa,Kasa Adet,Palet,Palet Adet
22672,SPK7104,8691237631244,"Philips M104 Kablolu Mouse 1,5 Mt.",Teknoloji Ürünleri,Mouse,Philips,,,,,,,,,,,,,,,,
22673,FNC-5230ST,8691238053758,Frisby Notebook Stant ve Soğutucu,Teknoloji Ürünleri,Yedek Parça,Frisby,,,,,,,,,,,,,,,,
22674,frisby-001,8691238518878,Frisby FM 3016K Kablolu Optik Mouse,Teknoloji Ürünleri,Klavye-Mouse,Frisby,,,,,,,,,,,,,,,,
22675,SPK7402B,8691231477737,Philips M402 Siyah Kablosuz Mouse,Teknoloji Ürünleri,Klavye-Mouse,Philips,,,,,,,,,,,,,,,,
22676,TG1611,8691230597917,Panasonic KX-TG1611 Siyah Dect Telsiz Telefon,Teknoloji Ürünleri,Telefon,Gigaset,,,,,,,,,,,,,,,,
22677,BLK USB 128GB M200 128GB,8691231406159,Hikvision Usb 3.2 Flash Bellek 128GB,Teknoloji Ürünleri,Usb-Flash Bellek,Hikvision,,,,,,,,,,,,,,,,
22678,HP435A,8691236292494,HP 278A/285A/435A/436A/388A Muadil Toner,Teknoloji Ürünleri,Yedek Parça,HP,,,,,,,,,,,,,,,,
22679,11816,8691237460488,Logitech M185 Mavi Kablosuz Mouse,Teknoloji Ürünleri,Mouse,Logitech,,,,,,,,,,,,,,,,
22680,DKM005,8691232146185,Dexim KMSW-300 Siyah Kablosuz Klavye Mouse Set,Teknoloji Ürünleri,Klavye-Mouse,Dexim,,,,,,,,,,,,,,,,
22681,GGE270,8691235447626,Gigaset A270 Siyah Dect Telsiz Telefon ,Teknoloji Ürünleri,Telefon,Gigaset,,,,,,,,,,,,,,,,
22682,HY-X410,8691237471530,Hytech 3A Type-C Kırmızı Data Şarj Kablosu 1 Metre,Teknoloji Ürünleri,Şarj Kablosu,Hytech,,,,,,,,,,,,,,,,
22683,11815,8691235688530,Logitech M185 Kırmızı Kablosuz Mouse,Teknoloji Ürünleri,Mouse,Logitech,,,,,,,,,,,,,,,,
22684,AYN-K01,8691235580980,Yuvarlak Cep Aynası Kapaklı,Teknoloji Ürünleri,Yedek Parça,Markasız,,,,,,,,,,,,,,,,
22685,HP-CDR,8691239017776,DVD-R SHRİNK 50'Lİ ,Teknoloji Ürünleri,DVD,DMS,,,,,,,,,,,,,,,,
22686,BLK USB 16GB M200 16GB,8691231432690,Hikvision Usb 2.0 Flash Bellek 16GB,Teknoloji Ürünleri,Usb-Flash Bellek,Hikvision,,,,,,,,,,,,,,,,
22687,W1360A,8691231800862,HP 136A/W1360A Muadil Toner Çipsiz,Teknoloji Ürünleri,Yedek Parça,HP,,,,,,,,,,,,,,,,
22688,KNGS-USB-32,8691236377247,Kıngston Flash Disk G4 Usb 32 GB 3.0,Teknoloji Ürünleri,Usb-Flash Bellek,Kıngston,,,,,,,,,,,,,,,,
22689,920-009804,8691230996386,Logitech MK295 Kablosuz Klavye Mouse Set,Teknoloji Ürünleri,Klavye-Mouse,Logitech,,,,,,,,,,,,,,,,
22690,M220-kablosuz,8691236449050,Logitech M220 Kablosuz Mouse,Teknoloji Ürünleri,Mouse,Logitech,,,,,,,,,,,,,,,,
22691,MGT-3M-PHONE-SYH,8691237056737,Megatech İphone Şarj Kablosu,Teknoloji Ürünleri,Şarj Kablosu,Megatech,,,,,,,,,,,,,,,,
22692,HDMI,8691239151704,Dark HDMI Kablo 1 mt,Teknoloji Ürünleri,HDMI Kablosu,Bludfire,,,,,,,,,,,,,,,,
22693,SN5CKM,8691234810547,Sunny Pasha Beyaz/Gri Çaycı Çay Makinesi 2200w,Teknoloji Ürünleri,Çay Makinesi,Sunny,,,,,,,,,,,,,,,,
22694,TD3150-CAS-TRNC,8699432773754,Cassa Standart Telli Dosya 50'li Paket Turuncu,Dosya ve Arşivleme,Telli Dosya,Cassa,,,,,,,,,,,,,,,,
22695,7735-YSL,8699432773624,Cassa Standart Telli Dosya 50'li Paket Yeşil,Dosya ve Arşivleme,Telli Dosya,Cassa,,,,,,,,,,,,,,,,
22696,TD3150-CAS-SR,8699432773655,Cassa Standart Telli Dosya 50'li Paket Sarı,Dosya ve Arşivleme,Telli Dosya,Cassa,,,,,,,,,,,,,,,,
22697,ALM-KPK-PEM,8691230478134,ALEMDAR BÜTÜN KAPAK DOSYA,Dosya ve Arşivleme,Telli Dosya,Alemdar,,,,,,,,,,,,,,,,
22698,TD3150-CAS-KRMZ,8699432773556,Cassa Standart Telli Dosya 50'li Paket Kırmızı,Dosya ve Arşivleme,Telli Dosya,Cassa,,,,,,,,,,,,,,,,
22699,TD3150-CAS-BYZ,8699432773822,Cassa Standart Telli Dosya 50'li Paket Beyaz,Dosya ve Arşivleme,Telli Dosya,Cassa,,,,,,,,,,,,,,,,
22700,35000,8691200350006,Noki Telli Dosya Mavi 50'li,Dosya ve Arşivleme,Telli Dosya,Noki,,,,,,,,,,,,,,,,
22701,88079,8693245333198,Noki Telli Dosya Siyah 50'li,Dosya ve Arşivleme,Telli Dosya,Noki,,,,,,,,,,,,,,,,
22702,KDT-NK-TLL-BYZ,8693245121559,Noki Telli Dosya Beyaz 50 Li Paket,Dosya ve Arşivleme,Telli Dosya,Noki,,,,,,,,,,,,,,,,
22703,7271,8691200072717,Noki Telli Dosya Sarı 50'li,Dosya ve Arşivleme,Telli Dosya,Noki,,,,,,,,,,,,,,,,
22704,34998,8693245121573,Noki Telli Dosya Kırmızı 50'li Paket,Dosya ve Arşivleme,Telli Dosya,Noki,,,,,,,,,,,,,,,,
22705,KDT-NK-TLL-BYZ01,8691239797056,Noki Telli Dosya Beyaz Adet,Dosya ve Arşivleme,Telli Dosya,Noki,,,,,,,,,,,,,,,,
22706,72711,8691200727112,Noki Telli Dosya Yeşil 50'li,Dosya ve Arşivleme,Telli Dosya,Noki,,,,,,,,,,,,,,,,
22707,TD3157-KRF,8691237282556,Kraf Telli Dosya - Kırmızı,Dosya ve Arşivleme,Telli Dosya,Kraf,,,,,,,,,,,,,,,,
22708,TD3153-KRF,8691230478416,Kraf Telli Dosya - Siyah,Dosya ve Arşivleme,Telli Dosya,Kraf,,,,,,,,,,,,,,,,
22709,LTZ-TD-M,8691231153470,Leitz Mavi Telli Dosya 50 Adet,Dosya ve Arşivleme,Telli Dosya,Leitz,,,,,,,,,,,,,,,,
22710,TK3197-PEN,8692404904460,Pensan Büro Tükenmez Kalem 1.0 mm 2270 Mavi,Kalem ve Yazı Gereçleri,Tükenmez Kalem,Pensan,,,,,,,,,,,,,,,,
22711,TK3198-PEN,8692404904477,Pensan Büro Tükenmez Kalem 1.0 mm 2270 Siyah,Kalem ve Yazı Gereçleri,Tükenmez Kalem,Pensan,,,,,,,,,,,,,,,,
22712,TK3224-BIC,3086123256378,BIC Tükenmez Kalem Round Stick Mavi,Kalem ve Yazı Gereçleri,Tükenmez Kalem,Bic,,,,,,,,,,,,,,,,
22713,TK3202-BIC,3086123256385,BİC Tukenmez Kalem Round Stıck Siyah,Kalem ve Yazı Gereçleri,Tükenmez Kalem,Bic,,,,,,,,,,,,,,,,
22714,TK3196-PEN,8692404904453,Pensan Büro Tükenmez Kalem 1.0 mm 2270 Kırmızı,Kalem ve Yazı Gereçleri,Tükenmez Kalem,Pensan,,,,,,,,,,,,,,,,
22715,TK07-PNS-MV,8692404224018,Pensan Tükenmez Kalem My-Tech 0.7 Mavi,Kalem ve Yazı Gereçleri,Tükenmez Kalem,Pensan,,,,,,,,,,,,,,,,
22716,TK07-PNS-SYH,8692404224025,Pensan Tükenmez Kalem My-Tech 0.7 Siyah,Kalem ve Yazı Gereçleri,Tükenmez Kalem,Pensan,,,,,,,,,,,,,,,,
22717,TK3223-BIC,3086123278127,BIC Tükenmez Kalem Round Stick Kırmızı,Kalem ve Yazı Gereçleri,Tükenmez Kalem,Bic,,,,,,,,,,,,,,,,
22718,77949,5692404224035,Pensan Tükenmez Kalem My-Tech 0.7 Kırmızı,Kalem ve Yazı Gereçleri,Tükenmez Kalem,Pensan,,,,,,,,,,,,,,,,
22719,SCS-106,8691233101424,Scrikss Broadline Jel Kalem Mavi 1.0 mm,Kalem ve Yazı Gereçleri,Tükenmez Kalem,Scrikss,,,,,,,,,,,,,,,,
22720,SCS-105,TYB9E1FF0KAN1GVW47,Scrikss PI8 Roller Kalem 0.7 mm Mavi,Kalem ve Yazı Gereçleri,Roller Kalem,Scrikss,,,,,,,,,,,,,,,,
22721,PE02250TKMA25,8692404903029,Pensan Tükenmez Kalem My-Tech 1.0 mm Mavi,Kalem ve Yazı Gereçleri,Tükenmez Kalem,Pensan,,,,,,,,,,,,,,,,
22722,PE02250TKSI25,8691232574523,Pensan Tükenmez Kalem My-Tech 1.0 mm Siyah,Kalem ve Yazı Gereçleri,Tükenmez Kalem,Pensan,,,,,,,,,,,,,,,,
22723,FBR-1425-MV-AUTO,9555684606426,Faber Castell Tükenmez Kalem 1425 Auto Mavi,Kalem ve Yazı Gereçleri,Tükenmez Kalem,Faber Castell,,,,,,,,,,,,,,,,
22724,SCS-1006,8691236142689,Scrikss Broadline Jel Kalem Siyah 1.0 mm,Kalem ve Yazı Gereçleri,Tükenmez Kalem,Scrikss,,,,,,,,,,,,,,,,
22725,ED2185,8691231137610,Edding Jel Kalem CrystalJelly E-2185 Gümüş,Kalem ve Yazı Gereçleri,Tükenmez Kalem,Edding,,,,,,,,,,,,,,,,
22726,BM4003-SCH,4004675075840,Schneider Tükenmez Slider Edge Mavi,Kalem ve Yazı Gereçleri,Tükenmez Kalem,Schneider,,,,,,,,,,,,,,,,
22727,FBR-1425-KRM,8690826425204,Faber Castell Tükenmez Kalem 1425 İğne Uç Kırmızı,Kalem ve Yazı Gereçleri,Tükenmez Kalem,Faber Castell,,,,,,,,,,,,,,,,
22728,PE022TKKI25,8692404903043,Pensan Tükenmez Kalem My-Tech 1.0 mm Kırmızı,Kalem ve Yazı Gereçleri,Tükenmez Kalem,Pensan,,,,,,,,,,,,,,,,
22729,SCS-138,8691232137833,Scrikss Broadline Jel Kalem Kırmızı 1.0 mm,Kalem ve Yazı Gereçleri,Tükenmez Kalem,Scrikss,,,,,,,,,,,,,,,,
22730,PI-1,8691234227394,Paper İnkjoy Basmalı Tükenmez Kalem Mavi ,Kalem ve Yazı Gereçleri,Tükenmez Kalem,Paper,,,,,,,,,,,,,,,,
22731,13421,8690826425501,Faber Castell Tükenmez Kalem 1425 İğne Uç Mavi,Kalem ve Yazı Gereçleri,Tükenmez Kalem,Faber Castell,,,,,,,,,,,,,,,,
22732,144370,3026981144370,Rotring Jel Kalem Mavi 0.7 mm ,Kalem ve Yazı Gereçleri,Tükenmez Kalem,Rotring,,,,,,,,,,,,,,,,
22733,KKT-FBR-1425-SYH,9555684606457,Faber Castell Tükenmez Kalem 1425 Auto Siyah,Kalem ve Yazı Gereçleri,Tükenmez Kalem,Faber Castell,,,,,,,,,,,,,,,,
22734,SCS-111,8691236045076,Scrikss Dna Jel 0.7 mm Mavi Tükenmez Kalem,Kalem ve Yazı Gereçleri,Tükenmez Kalem,Scrikss,,,,,,,,,,,,,,,,
22735,SCS-114,8691239040649,Scrikss NP-68 İğne Uç 0.5 mm Mavi Tükenmez Kalem,Kalem ve Yazı Gereçleri,Tükenmez Kalem,Scrikss,,,,,,,,,,,,,,,,
22736,SCS-113,8691232603417,Scrikss NP-68 İğne Uç 0.5 mm Siyah Tükenmez Kalem,Kalem ve Yazı Gereçleri,Tükenmez Kalem,Scrikss,,,,,,,,,,,,,,,,
22737,FBR-1425-SYH,8690826425907,Faber Castell Tükenmez Kalem 1425 İğne Uç Siyah,Kalem ve Yazı Gereçleri,Tükenmez Kalem,Faber Castell,,,,,,,,,,,,,,,,
22738,130315,40047664338689,Edding Fine Pen E-55 Siyah,Kalem ve Yazı Gereçleri,Tükenmez Kalem,Edding,,,,,,,,,,,,,,,,
22739,PI-2,8691231111907,Paper İnkjoy Basmalı Tükenmez Kalem Kırmızı,Kalem ve Yazı Gereçleri,Tükenmez Kalem,Paper,,,,,,,,,,,,,,,,
22740,BM4002-SCH,8691236672810,Schneider Tükenmez Slider Edge Siyah,Kalem ve Yazı Gereçleri,Tükenmez Kalem,Schneider,,,,,,,,,,,,,,,,
22741,5130818,8691200513081,Schneider Tükenmez Kalem K15 Mavi,Kalem ve Yazı Gereçleri,Tükenmez Kalem,Schneider,,,,,,,,,,,,,,,,
22742,130317,4004764338702,Edding Fine Pen E-55 Mavi,Kalem ve Yazı Gereçleri,Tükenmez Kalem,Edding,,,,,,,,,,,,,,,,
22743,BM4001-SCH,4004675075871,Schneider Tükenmez Slider Edge Kırmızı,Kalem ve Yazı Gereçleri,Tükenmez Kalem,Schneider,,,,,,,,,,,,,,,,
22744,SCS-110,8691230792587,Scrikss Dna Jel 0.7 mm Siyah Tükenmez Kalem,Kalem ve Yazı Gereçleri,Tükenmez Kalem,Scrikss,,,,,,,,,,,,,,,,
22745,SCS-112,8691234875424,Scrikss Dna Jel 0.7 mm Kırmızı Tükenmez Kalem,Kalem ve Yazı Gereçleri,Tükenmez Kalem,Scrikss,,,,,,,,,,,,,,,,
22746,SCS-115,8691237435947,Scrikss NP-68 İğne Uç 0.5 mm Kırmızı Tükenmez Kalem,Kalem ve Yazı Gereçleri,Tükenmez Kalem,Scrikss,,,,,,,,,,,,,,,,
22747,SCS-100,8691239535821,Scrikss Speed Gel Tükenmez Kalem Siyah 0.7 mm,Kalem ve Yazı Gereçleri,Tükenmez Kalem,Scrikss,,,,,,,,,,,,,,,,
22748,133640,4004764338771,Edding Fine Pen E-55 Açık Mavi,Kalem ve Yazı Gereçleri,Tükenmez Kalem,Edding,,,,,,,,,,,,,,,,
22749,139631,4004764338795,Edding Fine Pen E-55 Gri,Kalem ve Yazı Gereçleri,Tükenmez Kalem,Edding,,,,,,,,,,,,,,,,
22750,130316,4004764338696,Edding Fine Pen E-55 Kırmızı,Kalem ve Yazı Gereçleri,Tükenmez Kalem,Edding,,,,,,,,,,,,,,,,
22751,144363,3026981144363,Rotring Jel Kalem Siyah 0.7 mm ,Kalem ve Yazı Gereçleri,Tükenmez Kalem,Rotring,,,,,,,,,,,,,,,,
22752,144516,3026981144516,Rotring Jel Kalem Açık Mavi 0.7 mm ,Kalem ve Yazı Gereçleri,Tükenmez Kalem,Rotring,,,,,,,,,,,,,,,,
22753,144523,3026981144523,Rotring Jel Kalem Turuncu 0.7 mm ,Kalem ve Yazı Gereçleri,Tükenmez Kalem,Rotring,,,,,,,,,,,,,,,,
22754,FBR-1425-KRM-AUTO,9555684606396,Faber Castell Tükenmez Kalem 1425 Auto Kırmızı,Kalem ve Yazı Gereçleri,Tükenmez Kalem,Faber Castell,,,,,,,,,,,,,,,,
22755,144387,3026981144387,Rotring Jel Kalem Kırmızı 0.7 mm ,Kalem ve Yazı Gereçleri,Tükenmez Kalem,Rotring,,,,,,,,,,,,,,,,
22756,144394,3026981144394,Rotring Jel Kalem Yeşil 0.7 mm ,Kalem ve Yazı Gereçleri,Tükenmez Kalem,Rotring,,,,,,,,,,,,,,,,
22757,871321,3086123001312,BIC Tükenmez Kalem Atlantis Classic 1.0 Siyah,Kalem ve Yazı Gereçleri,Tükenmez Kalem,Bic,,,,,,,,,,,,,,,,
22758,144400,3026981144400,Rotring Jel Kalem Mor 0.7 mm ,Kalem ve Yazı Gereçleri,Tükenmez Kalem,Rotring,,,,,,,,,,,,,,,,
22759,144530,3026981144530,Rotring Jel Kalem Pembe 0.7 mm ,Kalem ve Yazı Gereçleri,Tükenmez Kalem,Rotring,,,,,,,,,,,,,,,,
22760,SCS-107,8691237213617,Scrikss Dna JEL 0.5 mm Siyah Tükenmez Kalem,Kalem ve Yazı Gereçleri,Tükenmez Kalem,Scrikss,,,,,,,,,,,,,,,,
22761,871311,3086123001305,BIC Tükenmez Kalem Atlantis Classic 1.0 Mavi,Kalem ve Yazı Gereçleri,Tükenmez Kalem,Bic,,,,,,,,,,,,,,,,
22762,92893,8691200928939,Pensan Triball Tükenmez Kalem 1mm Siyah,Kalem ve Yazı Gereçleri,Tükenmez Kalem,Pensan,,,,,,,,,,,,,,,,
22763,FC-53,8691236941735,Adel Vega Tükenmez Kalem Karışık 10'lu,Kalem ve Yazı Gereçleri,Tükenmez Kalem,Adel,,,,,,,,,,,,,,,,
22764,100718,8691200000017,Pensan Triball Tükenmez Kalem 1mm 8'li,Kalem ve Yazı Gereçleri,Tükenmez Kalem,Pensan,,,,,,,,,,,,,,,,
22765,SCS-108,8691233539408,Scrikss Dna Jel 0.5 mm Mavi Tükenmez Kalem,Kalem ve Yazı Gereçleri,Tükenmez Kalem,Scrikss,,,,,,,,,,,,,,,,
22766,TK3199-PEN,8692404223431,Pensan Tükenmez My-Pen 1.0 Mm 2210 Kırmızı,Kalem ve Yazı Gereçleri,Tükenmez Kalem,Pensan,,,,,,,,,,,,,,,,
22767,FBR-5415,8691234252703,Faber Castell Roller Kalem Mavi 0.5,Kalem ve Yazı Gereçleri,Roller Kalem,Faber Castell,,,,,,,,,,,,,,,,
22768,PNS-G6,8691239542982,Pensan Jely Glister Simli Jel Kalem 6'lı,Kalem ve Yazı Gereçleri,Tükenmez Kalem,Pensan,,,,,,,,,,,,,,,,
22769,TK3201-PEN,8691238620504,Pensan Tükenmez My-Pen 1.0 mm 2210 Siyah,Kalem ve Yazı Gereçleri,Tükenmez Kalem,Pensan,,,,,,,,,,,,,,,,
22770,SCS-287,8691239645287,Scrikss F-108 Tükenmez Kalem ,Kalem ve Yazı Gereçleri,Tükenmez Kalem,Scrikss,,,,,,,,,,,,,,,,
22771,871331,3086123001329,BIC Tükenmez Kalem Atlantis Classic 1.0 Kırmızı,Kalem ve Yazı Gereçleri,Tükenmez Kalem,Bic,,,,,,,,,,,,,,,,
22772,11534,8681241084558,Faber Castell 1425 Tükenmez Kalem 10'lu Poşet,Kalem ve Yazı Gereçleri,Tükenmez Kalem,Faber Castell,,,,,,,,,,,,,,,,
22773,SCS-109,8691236243633,Scrikss Dna Jel 0.5 mm Kırmızı Tükenmez Kalem,Kalem ve Yazı Gereçleri,Tükenmez Kalem,Scrikss,,,,,,,,,,,,,,,,
22774,TK3193-KRF,8680454915697,Kraf Line Tükenmez Kalem 1.0 Mm Kırmızı,Kalem ve Yazı Gereçleri,Tükenmez Kalem,Kraf,,,,,,,,,,,,,,,,
22775,SCS-102,8691230670982,Scrikss Speed Gel Tükenmez Kalem Kırmzı 0.7 mm,Kalem ve Yazı Gereçleri,Tükenmez Kalem,Scrikss,,,,,,,,,,,,,,,,
22776,SCH-15498,4004675122605,Schneider Slider Tükenmez Kalem 8'li ,Kalem ve Yazı Gereçleri,Tükenmez Kalem,Schneider,,,,,,,,,,,,,,,,
22777,320025014,8691234062464,Rotring Versatil Kalem Visumax 0.7 MM Siyah,Kalem ve Yazı Gereçleri,Versatil Kalem,Rotring,,,,,,,,,,,,,,,,
22778,11539,4005401347019,Faber Castell Grip 1347 0.7 mm Versatil Kalem Beyaz,Kalem ve Yazı Gereçleri,Versatil Kalem,Faber Castell,,,,,,,,,,,,,,,,
22779,FBC-VRST-AMT,6933256647504,Faber Castell Auto-Click Versatil Renkli Gövde 0.7,Kalem ve Yazı Gereçleri,Versatil Kalem,Faber Castell,,,,,,,,,,,,,,,,
22780,20294,8691200202947,Pensan Versatil IQ 0.7 mm,Kalem ve Yazı Gereçleri,Versatil Kalem,Pensan,,,,,,,,,,,,,,,,
22781,VK3220-ROT,8691234328630,Rotring Visumax Versatil Kalem 0.7 Mm - Lacivert,Kalem ve Yazı Gereçleri,Versatil Kalem,Rotring,,,,,,,,,,,,,,,,
22782,11541,4005401347637,Faber Castell Grip 1347 0.7 mm Versatil Kalem Yeşil,Kalem ve Yazı Gereçleri,Versatil Kalem,Faber Castell,,,,,,,,,,,,,,,,
22783,FC-7,8691236304139,Faber Castell Versatil Kalem Econ Genz 0.7 10'lu,Kalem ve Yazı Gereçleri,Versatil Kalem,Faber Castell,,,,,,,,,,,,,,,,
22784,FC-8,8691236327534,Faber Castell Versatil Kalem Econ Koyu Renkler 0.7 10'lu,Kalem ve Yazı Gereçleri,Versatil Kalem,Faber Castell,,,,,,,,,,,,,,,,
22785,11543,4005401347620,Faber Castell Grip 1347 0.7 mm Versatil Kalem Zümrüt Yeşil,Kalem ve Yazı Gereçleri,Versatil Kalem,Faber Castell,,,,,,,,,,,,,,,,
22786,FC-VK-07-ALT,4005401347811,Faber Castell Grip 1347 0.7 mm Versatil Kalem Altın,Kalem ve Yazı Gereçleri,Versatil Kalem,Faber Castell,,,,,,,,,,,,,,,,
22787,11542,4005401347828,Faber Castell Grip 1347 0.7 mm Versatil Kalem Gümüş,Kalem ve Yazı Gereçleri,Versatil Kalem,Faber Castell,,,,,,,,,,,,,,,,
22788,SCS-124,8691239863396,Scrikss Track Versatil 0.7 mm Gri,Kalem ve Yazı Gereçleri,Versatil Kalem,Scrikss,,,,,,,,,,,,,,,,
22789,11538,4005401347538,"Faber Castell Grip 1347 0,7 mm Versatil Kalem Lacivert",Kalem ve Yazı Gereçleri,Versatil Kalem,Faber Castell,,,,,,,,,,,,,,,,
22790,BC-7,8691234814491,Bic Matic Versatil Kalem Pastel 0.7 5'li,Kalem ve Yazı Gereçleri,Versatil Kalem,Bic,,,,,,,,,,,,,,,,
22791,11544,4005401347217,"Faber Castell Grip 1347 Versatil 0,7 mm Bordo",Kalem ve Yazı Gereçleri,Versatil Kalem,Faber Castell,,,,,,,,,,,,,,,,
22792,11536,6933256647764,Faber Castell Apollo Metalik 0.7 Rose,Kalem ve Yazı Gereçleri,Versatil Kalem,Faber Castell,,,,,,,,,,,,,,,,
22793,11535,6933256647689,Faber Castell Apollo Metalik 0.7 Gold,Kalem ve Yazı Gereçleri,Versatil Kalem,Faber Castell,,,,,,,,,,,,,,,,
22794,11537,6933256647726,Faber Castell Apollo Metalik 0.7 Silver,Kalem ve Yazı Gereçleri,Versatil Kalem,Faber Castell,,,,,,,,,,,,,,,,
22795,FBC5010,4005401345015,Faber Castell Grip Versatil Kalem Beyaz 0.5 mm,Kalem ve Yazı Gereçleri,Versatil Kalem,Faber Castell,,,,,,,,,,,,,,,,
22796,11540,4005401347996,Faber Castell Grip 1347 0.7 mm Versatil Kalem Siyah,Kalem ve Yazı Gereçleri,Versatil Kalem,Faber Castell,,,,,,,,,,,,,,,,
22797,320020038,8691230524071,Rotring Versatil Kalem Tikky RD 1.0 MM Siyah,Kalem ve Yazı Gereçleri,Versatil Kalem,Rotring,,,,,,,,,,,,,,,,
22798,187877,8691200187879,Gıpta Versatil Kalem 0.7 Kipling Koyu Kırmızı,Kalem ve Yazı Gereçleri,Versatil Kalem,Keskin Color,,,,,,,,,,,,,,,,
22799,187891,8691200187893,Gıpta Versatil Kalem 0.7 Kipling Siyah,Kalem ve Yazı Gereçleri,Versatil Kalem,Keskin Color,,,,,,,,,,,,,,,,
22800,193867,8691200193863,Gıpta Versatil Kalem 0.7 Kipling Koyu Beyaz,Kalem ve Yazı Gereçleri,Versatil Kalem,Keskin Color,,,,,,,,,,,,,,,,
22801,193868,8691234065879,Gıpta Versatil Kalem 0.7 Kipling Lacivert,Kalem ve Yazı Gereçleri,Versatil Kalem,Keskin Color,,,,,,,,,,,,,,,,
22802,20293,8691200202930,Pensan Versatil IQ 0.5 mm,Kalem ve Yazı Gereçleri,Versatil Kalem,Pensan,,,,,,,,,,,,,,,,
22803,320025016,8691236243254,Rotring Versatil Kalem Visumax 0.7 MM Kırmızı,Kalem ve Yazı Gereçleri,Versatil Kalem,Rotring,,,,,,,,,,,,,,,,
22804,SCS-125,8691237580492,Scrikss Simo Versatil Kalem Siyah 0.5 mm,Kalem ve Yazı Gereçleri,Versatil Kalem,Scrikss,,,,,,,,,,,,,,,,
22805,SCS-123,8691233548817,Scrikss Track Versatil 0.5 mm Gri,Kalem ve Yazı Gereçleri,Versatil Kalem,Scrikss,,,,,,,,,,,,,,,,
22806,FBR-VST-07,6933256621306,Faber Castell Versatil Kalem Econ 0.7,Kalem ve Yazı Gereçleri,Versatil Kalem,Faber Castell,,,,,,,,,,,,,,,,
22807,BLA-1,8691232330585,Adel Blackline Metal Versatil Kalem 0.7,Kalem ve Yazı Gereçleri,Versatil Kalem,Adel,,,,,,,,,,,,,,,,
22808,00583,8691200005838,Noki Versatil Kalem Glory,Kalem ve Yazı Gereçleri,Versatil Kalem,Noki,,,,,,,,,,,,,,,,
22809,320025020,8691234404914,Rotring Versatil Kalem Visumax 0.7 MM Koyu Yeşil,Kalem ve Yazı Gereçleri,Versatil Kalem,Rotring,,,,,,,,,,,,,,,,
22810,SCS-126,8691232028319,Scrikss Simo Versatil Kalem 0.7 mm Siyah,Kalem ve Yazı Gereçleri,Versatil Kalem,Scrikss,,,,,,,,,,,,,,,,
22811,KMY-LMSS-KK-MV,8691235148509,Lamiess Kart Kabı Lacivert,Masaüstü Gereçler,Yaka Kartı ve İpleri,Lamiess,,,,,,,,,,,,,,,,
22812,KMY-LMSS-KK-PVC,8691236386603,Lamiess Kart Kabı Pvc Şeffaf Yatay,Masaüstü Gereçler,Yaka Kartı ve İpleri,Lamiess,,,,,,,,,,,,,,,,
22813,KMY-LMSS-KK-SFF,8698543245167,Lamiess Kart Kabı Şeffaf,Masaüstü Gereçler,Yaka Kartı ve İpleri,Lamiess,,,,,,,,,,,,,,,,
22814,KMY-LMSS-IP-TRNC,8698543238060,Lamiess Kart Askı İpi Turuncu,Masaüstü Gereçler,Yaka Kartı ve İpleri,Lamiess,,,,,,,,,,,,,,,,
22815,KMY-LMSS-KK-KRMZ,8698543235045,Lamiess Kart Kabı Kırmızı,Masaüstü Gereçler,Yaka Kartı ve İpleri,Lamiess,,,,,,,,,,,,,,,,
22816,169835,8691231035264,Kraf Kart Kabı Mavi 509G,Masaüstü Gereçler,Yaka Kartı ve İpleri,Lamiess,,,,,,,,,,,,,,,,
22817,169837,8691238887211,Kraf Kart Kabı Kırmızı 509G,Masaüstü Gereçler,Yaka Kartı ve İpleri,Lamiess,,,,,,,,,,,,,,,,
22818,169838,8691232304846,Kraf Kart Kabı Beyaz 509G,Masaüstü Gereçler,Yaka Kartı ve İpleri,Lamiess,,,,,,,,,,,,,,,,
22819,KMY-LMSS-IP-SYH,8698543238015,Lamiess Kart Askı İpi Siyah,Masaüstü Gereçler,Yaka Kartı ve İpleri,Lamiess,,,,,,,,,,,,,,,,
22820,KMY-LMSS-KK-TRNC,8698543235076,Lamiess Kart Kabı Turuncu,Masaüstü Gereçler,Yaka Kartı ve İpleri,Lamiess,,,,,,,,,,,,,,,,
22821,KMY-LMSS-IP-KRMZ,8698543238046,Lamiess Kart Askı İpi Kırmızı,Masaüstü Gereçler,Yaka Kartı ve İpleri,Lamiess,,,,,,,,,,,,,,,,
22822,11781,8691200117814,Lamiess Kart Askı İpi Turkuaz,Masaüstü Gereçler,Yaka Kartı ve İpleri,Lamiess,,,,,,,,,,,,,,,,
22823,153070002,8691200153072,Lamiess Kart Kabı Dikey Şeffaf,Masaüstü Gereçler,Yaka Kartı ve İpleri,Lamiess,,,,,,,,,,,,,,,,
22824,KMY-LMSS-IP-BYZ,8698543238008,Lamiess Kart Askı İpi Beyaz,Masaüstü Gereçler,Yaka Kartı ve İpleri,Lamiess,,,,,,,,,,,,,,,,
